# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
1 0.35337314009666443 0.1327572911977768 0.3256666362285614 -0.8668588399887085 -3.282362399659178e-07 2.384185791015625e-07 13.250059127807617 1 render_000.png

2 0.25442665815353394 0.2733045220375061 -0.6789923310279846 0.6320926547050476 0.0 5.960464477539063e-08 14.690237045288086 1 render_001.png

3 0.9030478000640869 0.40743565559387207 0.055938366800546646 -0.12398280948400497 1.319457254567169e-07 -6.258487701416016e-07 13.381095886230469 1 render_002.png

4 0.06181400269269943 0.06451476365327835 -0.7191710472106934 0.6890645623207092 0.0 -5.587935447692871e-09 14.726946830749512 1 render_003.png

5 0.6039534211158752 0.5002142190933228 -0.39579716324806213 0.47788143157958984 0.0 -1.7881393432617188e-07 13.404534339904785 1 render_004.png

6 0.6131389737129211 0.6735774278640747 0.3052230775356293 -0.2778362035751343 0.0 -1.1920928955078125e-07 13.262124061584473 1 render_005.png

7 0.7723451852798462 0.5067151784896851 0.21012002229690552 -0.32026901841163635 4.76837158203125e-07 -2.384185791015625e-07 13.668766975402832 1 render_006.png

8 0.3618050217628479 0.19913218915462494 -0.439137727022171 0.7978731393814087 4.76837158203125e-07 0.0 15.13994026184082 1 render_007.png

9 0.27413198351860046 0.1786230057477951 -0.515878438949585 0.791716456413269 0.0 -9.5367431640625e-07 14.420605659484863 1 render_008.png

10 0.02537553384900093 0.12617941200733185 -0.9722175598144531 0.19551953673362732 -1.1920928955078125e-07 -5.364418029785156e-07 13.358470916748047 1 render_009.png

11 0.7159387469291687 0.6017917990684509 0.22774526476860046 -0.27094361186027527 9.357012231703266e-07 -1.1920928955078125e-07 14.028534889221191 1 render_010.png

12 0.05983641371130943 0.10228831321001053 -0.8570781946182251 0.5013718605041504 -2.384185791015625e-07 -2.9802322387695312e-08 13.315264701843262 1 render_011.png

13 0.4678041636943817 0.4330388605594635 -0.5233954191207886 0.5654147863388062 2.384185791015625e-07 1.1920928955078125e-07 14.61455249786377 1 render_012.png

14 0.5561012625694275 0.7858641147613525 -0.22080597281455994 0.1562490016222 0.0 3.5762786865234375e-07 14.124862670898438 1 render_013.png

15 0.03213876113295555 0.1842256635427475 0.9677426815032959 -0.16882583498954773 2.0200630501676642e-08 8.940696716308594e-07 14.12296199798584 1 render_014.png

16 0.2595965266227722 0.3296319246292114 -0.7131244540214539 0.5616101026535034 -4.76837158203125e-07 1.1920928955078125e-07 14.274194717407227 1 render_015.png

17 0.6171592473983765 0.7458109855651855 -0.1931920200586319 0.15986651182174683 4.578685377509828e-07 -2.980232238769531e-07 13.606240272521973 1 render_016.png

18 0.4854126274585724 0.8623589277267456 0.12541233003139496 -0.07059325277805328 1.2648474978504964e-07 4.172325134277344e-07 14.479583740234375 1 render_017.png

19 0.3655558228492737 0.803382396697998 -0.42783984541893005 0.19467608630657196 -1.3053237069016177e-07 -7.152557373046875e-07 13.33436107635498 1 render_018.png

20 0.3698633909225464 0.5923335552215576 0.6071397662162781 -0.37910857796669006 0.0 5.799811333417892e-07 13.270357131958008 1 render_019.png

21 0.41617828607559204 0.5583417415618896 -0.5754086971282959 0.42889970541000366 0.0 2.7730129659175873e-07 14.097546577453613 1 render_020.png

22 0.10814311355352402 0.15472762286663055 -0.8049086332321167 0.5625714063644409 -3.6055890717534567e-08 6.556510925292969e-07 14.082704544067383 1 render_021.png

23 0.585507869720459 0.44153133034706116 0.4093482196331024 -0.5428302884101868 -1.1185389325873984e-07 -1.955777406692505e-07 14.361285209655762 1 render_022.png

24 0.6692219972610474 0.6988309025764465 0.18239614367485046 -0.17466816306114197 -4.76837158203125e-07 0.0 14.714933395385742 1 render_023.png

25 0.7893126606941223 0.6125495433807373 -0.025783700868487358 0.03322409838438034 6.448838796302425e-09 -1.0989606380462646e-07 13.947148323059082 1 render_024.png

26 0.691968560218811 0.4643649458885193 0.30801698565483093 -0.45898833870887756 0.0 -5.960464477539063e-08 14.619865417480469 1 render_025.png

27 0.35497748851776123 0.35368528962135315 -0.6108054518699646 0.6130370497703552 4.7683084858363145e-07 -1.862645149230957e-09 14.8729829788208 1 render_026.png

28 0.4290870726108551 0.6566222906112671 0.5192327499389648 -0.3393063247203827 2.384185791015625e-07 7.450580596923828e-07 13.398615837097168 1 render_027.png

29 0.5904445648193359 0.807028591632843 -0.00722551578655839 0.005286388099193573 0.0 1.0943040251731873e-08 13.319470405578613 1 render_028.png

30 0.7700299024581909 0.5867791175842285 0.15182125568389893 -0.1992350071668625 2.641524154967101e-08 -1.7881393432617188e-07 13.36465835571289 1 render_029.png

31 0.0949157252907753 0.03323108330368996 -0.3287689685821533 0.9390408396720886 -1.9872489076533384e-07 -1.6391277313232422e-06 13.654328346252441 1 render_030.png

32 0.7569195628166199 0.534063458442688 0.21713216602802277 -0.30773794651031494 -4.76837158203125e-07 -4.76837158203125e-07 14.347224235534668 1 render_031.png

33 0.48443305492401123 0.410196989774704 -0.49932581186294556 0.5896921157836914 -4.257970420695756e-09 -3.725290298461914e-08 13.869197845458984 1 render_032.png

34 0.7545471787452698 0.496554970741272 0.23586519062519073 -0.3584122657775879 4.76837158203125e-07 -2.384185791015625e-07 14.042043685913086 1 render_033.png

35 0.1287710815668106 0.04167705401778221 -0.30509257316589355 0.942655622959137 -2.384185791015625e-07 -2.980232238769531e-07 13.249773979187012 1 render_034.png

36 0.09700361639261246 0.23327194154262543 -0.8933956027030945 0.3715088665485382 -4.76837158203125e-07 5.960464477539062e-07 14.160255432128906 1 render_035.png

37 0.8288378119468689 0.03441951423883438 0.02317015826702118 -0.5579482913017273 2.9802322387695312e-08 -9.387731552124023e-07 13.831550598144531 1 render_036.png

38 0.20857445895671844 0.7594264149665833 -0.5942484140396118 0.1632087081670761 8.947730378849883e-08 -8.344650268554688e-07 13.969025611877441 1 render_037.png

39 0.04243689775466919 0.08773574978113174 0.8959375619888306 -0.43335607647895813 6.694531151651972e-08 5.960464477539062e-07 14.47358226776123 1 render_038.png

40 0.10927669703960419 0.018868831917643547 -0.16910281777381897 0.9793400168418884 9.230858921682739e-08 -3.725290298461914e-07 13.150936126708984 1 render_039.png

41 0.43765321373939514 0.640920877456665 0.5207841992378235 -0.3556177616119385 -1.9948865315200237e-07 -5.066394805908203e-07 14.354969024658203 1 render_040.png

42 0.8941067457199097 0.4430472254753113 -0.02905482053756714 0.05863508582115173 0.0 -1.0281801223754883e-06 14.083040237426758 1 render_041.png

43 0.11179762333631516 0.9711822271347046 0.2091100811958313 -0.024071699008345604 9.599247619007656e-08 8.940696716308594e-07 13.229936599731445 1 render_042.png

44 0.5058790445327759 0.8253915309906006 0.2136879712343216 -0.13096846640110016 9.108347143182982e-08 7.152557373046875e-07 13.467609405517578 1 render_043.png

45 0.25270140171051025 0.2614901065826416 -0.6698583960533142 0.6473443508148193 0.0 1.4901161193847656e-08 14.133049964904785 1 render_044.png

46 0.8002116084098816 0.5601955056190491 -0.12279002368450165 0.17539949715137482 -6.72148914304671e-08 4.172325134277344e-07 13.181235313415527 1 render_045.png

47 0.49716541171073914 0.561831533908844 -0.49515852332115173 0.43816646933555603 -1.1920928955078125e-07 1.2852251529693604e-07 14.371358871459961 1 render_046.png

48 0.6350226402282715 0.5631510615348816 0.35084423422813416 -0.39562034606933594 4.829768158742809e-07 0.0 13.787169456481934 1 render_047.png

49 0.6969972848892212 0.14698420464992523 0.1448219120502472 -0.6867437362670898 0.0 -3.632158041000366e-07 13.061676025390625 1 render_048.png

50 0.43115290999412537 0.7679809331893921 -0.4129845201969147 0.23185403645038605 -1.1522116238893432e-07 2.384185791015625e-07 14.849884033203125 1 render_049.png

51 0.650232195854187 0.28483423590660095 -0.28260278701782227 0.645138144493103 7.450580596923828e-09 -5.81319909542799e-07 14.598366737365723 1 render_050.png

52 0.5365062355995178 0.38740453124046326 0.43889978528022766 -0.6078205704689026 0.0 2.3096799850463867e-07 14.42827320098877 1 render_051.png

53 0.1471371054649353 0.929553210735321 -0.3338983654975891 0.0528520867228508 0.0 1.1920928955078125e-06 14.603324890136719 1 render_052.png

54 0.7311246395111084 0.6460757851600647 0.14514078199863434 -0.16424699127674103 4.835461595575907e-07 1.1920928955078125e-07 14.636860847473145 1 render_053.png

55 0.12040942162275314 0.9324362874031067 0.33787646889686584 -0.0436314195394516 -2.384185791015625e-07 -2.0265579223632812e-06 13.700800895690918 1 render_054.png

56 0.7335613369941711 0.18327486515045166 -0.15863211452960968 0.634928286075592 -5.960464477539063e-08 7.748603820800781e-07 14.39646053314209 1 render_055.png

57 0.9593406915664673 0.2598585784435272 -0.02880585566163063 0.10634487122297287 0.0 1.2814998626708984e-06 14.154712677001953 1 render_056.png

58 0.5550139546394348 0.4243762791156769 0.4345684349536896 -0.5683436393737793 1.6434146266064431e-09 1.3271346688270569e-08 13.464594841003418 1 render_057.png

59 0.4097121059894562 0.2596469819545746 -0.4681028723716736 0.7386468648910522 3.853255066132988e-07 -5.960464477539062e-07 14.384785652160645 1 render_058.png

60 0.3470519185066223 0.23921605944633484 0.5146443843841553 -0.7466403245925903 -1.0330860504836892e-06 2.384185791015625e-07 14.976757049560547 1 render_059.png

61 0.12104035168886185 0.3049980700016022 0.8780153393745422 -0.3484457731246948 -4.76837158203125e-07 -7.152557373046875e-07 13.962007522583008 1 render_060.png

62 0.48067960143089294 0.3153230547904968 -0.4488109052181244 0.6841690540313721 3.8910451394258416e-07 8.940696716308594e-07 14.782648086547852 1 render_061.png

63 0.2741139233112335 0.32107365131378174 -0.6894364953041077 0.5886005759239197 4.931049488732242e-07 0.0 13.922975540161133 1 render_062.png

64 0.7967302799224854 0.17308580875396729 0.12292169779539108 -0.5658202171325684 2.6643090222933097e-07 -2.980232238769531e-07 13.452844619750977 1 render_063.png

65 0.014348492957651615 0.01681768149137497 -0.7605587244033813 0.6488927006721497 0.0 -5.3085386753082275e-08 13.383322715759277 1 render_064.png

66 0.8321359753608704 0.28207796812057495 0.15328703820705414 -0.4521999657154083 2.384185791015625e-07 -1.3113021850585938e-06 13.635233879089355 1 render_065.png

